ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
14.1,-0.688,7.338,-3.765,5.612
14.11,-0.718,7.385,-3.754,5.553
14.12,-0.748,7.421,-3.749,5.504
14.13,-0.773,7.447,-3.757,5.46
14.14,-0.791,7.464,-3.762,5.43
14.15,-0.802,7.467,-3.771,5.418
14.16,-0.808,7.455,-3.789,5.422
14.17,-0.803,7.426,-3.809,5.448
14.18,-0.788,7.383,-3.83,5.494
14.19,-0.766,7.323,-3.864,5.553
14.2,-0.737,7.252,-3.899,5.625
14.21,-0.701,7.171,-3.935,5.708
14.22,-0.663,7.086,-3.971,5.794
14.23,-0.627,6.997,-4.01,5.878
14.24,-0.588,6.909,-4.049,5.959
14.25,-0.55,6.822,-4.09,6.034
14.26,-0.514,6.737,-4.129,6.106
14.27,-0.477,6.655,-4.167,6.173
14.28,-0.443,6.568,-4.212,6.237
14.29,-0.406,6.48,-4.258,6.3
14.3,-0.361,6.395,-4.29,6.368
14.31,-0.331,6.3,-4.346,6.426
14.32,-0.288,6.219,-4.375,6.487
14.33,-0.236,6.123,-4.422,6.548
14.34,-0.192,6.012,-4.472,6.618
14.35,-0.134,5.913,-4.496,6.693
14.36,-0.073,5.804,-4.547,6.753
14.37,-0.032,5.705,-4.586,6.812
14.38,0.002,5.64,-4.612,6.849
14.39,0.042,5.572,-4.65,6.878
14.4,0.065,5.503,-4.69,6.907
14.41,0.102,5.447,-4.71,6.937
14.42,0.138,5.382,-4.75,6.959
14.43,0.163,5.32,-4.781,6.985
14.44,0.201,5.267,-4.8,7.011
14.45,0.231,5.207,-4.839,7.029
14.46,0.256,5.157,-4.86,7.05
14.47,0.288,5.116,-4.879,7.066
14.48,0.309,5.07,-4.919,7.07
14.49,0.328,5.045,-4.931,7.079
14.5,0.346,5.022,-4.95,7.081
14.51,0.359,4.994,-4.986,7.075
14.52,0.372,4.966,-5.022,7.068
14.53,0.387,4.954,-5.033,7.068
14.54,0.399,4.94,-5.051,7.065
14.55,0.41,4.922,-5.078,7.057
14.56,0.425,4.916,-5.084,7.056
14.57,0.436,4.903,-5.107,7.048
14.58,0.443,4.897,-5.124,7.039
14.59,0.45,4.904,-5.127,7.031
14.6,0.453,4.903,-5.147,7.018
14.61,0.455,4.915,-5.155,7.004
14.62,0.453,4.933,-5.157,6.989
14.63,0.445,4.951,-5.174,6.965
14.64,0.437,4.985,-5.175,6.94
14.65,0.419,5.024,-5.178,6.91
14.66,0.397,5.065,-5.189,6.873
14.67,0.376,5.118,-5.185,6.838
14.68,0.347,5.171,-5.187,6.799
14.69,0.317,5.23,-5.189,6.753
14.7,0.283,5.302,-5.179,6.706
14.71,0.241,5.371,-5.178,6.654
14.72,0.203,5.445,-5.172,6.599
14.73,0.163,5.522,-5.157,6.547
14.74,0.117,5.6,-5.15,6.487
14.75,0.074,5.686,-5.137,6.424
14.76,0.024,5.774,-5.12,6.359
14.77,-0.029,5.865,-5.106,6.286
14.78,-0.08,5.963,-5.085,6.21
14.79,-0.137,6.059,-5.065,6.132
14.8,-0.191,6.156,-5.045,6.049
14.81,-0.248,6.255,-5.027,5.96
14.82,-0.309,6.356,-5,5.873
14.83,-0.365,6.449,-4.981,5.784
14.84,-0.415,6.543,-4.951,5.7
14.85,-0.466,6.63,-4.925,5.617
14.86,-0.515,6.716,-4.903,5.529
14.87,-0.559,6.805,-4.87,5.445
14.88,-0.599,6.888,-4.845,5.358
14.89,-0.644,6.975,-4.815,5.266
14.9,-0.685,7.069,-4.782,5.164
14.91,-0.73,7.158,-4.752,5.063
14.92,-0.773,7.246,-4.718,4.961
14.93,-0.81,7.333,-4.682,4.861
14.94,-0.849,7.414,-4.648,4.764
14.95,-0.881,7.492,-4.614,4.668
14.96,-0.909,7.567,-4.578,4.576
14.97,-0.938,7.636,-4.545,4.487
14.98,-0.957,7.702,-4.511,4.405
14.99,-0.973,7.762,-4.478,4.329
15,-0.987,7.815,-4.447,4.262
15.01,-0.993,7.866,-4.414,4.2
15.02,-0.998,7.912,-4.383,4.144
15.03,-1.001,7.954,-4.355,4.093
15.04,-0.997,7.994,-4.324,4.048
15.05,-0.994,8.028,-4.297,4.011
15.06,-0.985,8.058,-4.269,3.983
15.07,-0.971,8.084,-4.242,3.962
15.08,-0.957,8.106,-4.217,3.948
15.09,-0.939,8.126,-4.192,3.938
15.1,-0.919,8.143,-4.167,3.933
15.11,-0.901,8.158,-4.142,3.933
15.12,-0.877,8.171,-4.118,3.936
15.13,-0.854,8.182,-4.094,3.944
15.14,-0.831,8.19,-4.07,3.956
15.15,-0.804,8.197,-4.045,3.971
15.16,-0.779,8.202,-4.022,3.99
15.17,-0.754,8.206,-3.998,4.011
15.18,-0.727,8.211,-3.973,4.031
15.19,-0.704,8.214,-3.949,4.053
15.2,-0.681,8.217,-3.924,4.075
15.21,-0.657,8.219,-3.899,4.098
15.22,-0.637,8.221,-3.874,4.121
15.23,-0.615,8.223,-3.848,4.146
15.24,-0.594,8.223,-3.823,4.171
15.25,-0.574,8.222,-3.798,4.198
15.26,-0.553,8.22,-3.773,4.228
15.27,-0.53,8.213,-3.749,4.266
15.28,-0.506,8.201,-3.726,4.312
15.29,-0.478,8.183,-3.705,4.366
15.3,-0.447,8.159,-3.684,4.432
15.31,-0.413,8.129,-3.663,4.507
15.32,-0.378,8.093,-3.646,4.589
15.33,-0.342,8.053,-3.627,4.675
15.34,-0.306,8.01,-3.609,4.766
15.35,-0.27,7.963,-3.592,4.857
15.36,-0.235,7.914,-3.576,4.951
15.37,-0.2,7.861,-3.56,5.047
15.38,-0.164,7.803,-3.546,5.147
15.39,-0.128,7.742,-3.531,5.25
15.4,-0.092,7.676,-3.518,5.355
15.41,-0.057,7.608,-3.504,5.461
15.42,-0.022,7.536,-3.491,5.568
15.43,0.011,7.463,-3.48,5.673
15.44,0.044,7.388,-3.469,5.776
15.45,0.075,7.313,-3.459,5.877
15.46,0.105,7.236,-3.449,5.977
15.47,0.134,7.159,-3.439,6.073
15.48,0.16,7.083,-3.431,6.166
15.49,0.185,7.009,-3.423,6.254
15.5,0.206,6.938,-3.416,6.336
15.51,0.226,6.869,-3.41,6.413
15.52,0.244,6.803,-3.404,6.485
15.53,0.259,6.74,-3.398,6.553
15.54,0.256,6.694,-3.406,6.596
15.55,0.251,6.673,-3.403,6.619
15.56,0.238,6.651,-3.406,6.64
15.57,0.217,6.627,-3.425,6.654
15.58,0.208,6.621,-3.419,6.664
15.59,0.186,6.616,-3.432,6.664
15.6,0.157,6.618,-3.45,6.653
15.61,0.134,6.639,-3.446,6.634
15.62,0.097,6.663,-3.464,6.602
15.63,0.057,6.7,-3.477,6.558
15.64,0.019,6.751,-3.477,6.505
15.65,-0.032,6.803,-3.496,6.44
15.66,-0.082,6.868,-3.503,6.367
15.67,-0.133,6.939,-3.507,6.286
15.68,-0.196,7.012,-3.524,6.193
15.69,-0.259,7.084,-3.54,6.099
15.7,-0.317,7.168,-3.54,5.998
15.71,-0.383,7.255,-3.544,5.886
15.72,-0.457,7.347,-3.553,5.759
15.73,-0.528,7.453,-3.546,5.62
15.74,-0.611,7.564,-3.546,5.461
15.75,-0.703,7.686,-3.542,5.279
15.76,-0.797,7.821,-3.525,5.075
15.77,-0.905,7.959,-3.512,4.846
15.78,-1.016,8.102,-3.489,4.596
15.79,-1.13,8.248,-3.458,4.327
15.8,-1.255,8.389,-3.427,4.035
15.81,-1.379,8.53,-3.382,3.726
15.82,-1.505,8.665,-3.332,3.395
15.83,-1.641,8.791,-3.277,3.044
15.84,-1.772,8.911,-3.207,2.673
15.85,-1.907,9.018,-3.133,2.282
15.86,-2.047,9.111,-3.048,1.871
15.87,-2.18,9.189,-2.951,1.443
15.88,-2.318,9.247,-2.848,0.999
15.89,-2.454,9.285,-2.732,0.543
15.9,-2.58,9.302,-2.608,0.076
15.91,-2.708,9.293,-2.478,-0.397
15.92,-2.829,9.261,-2.337,-0.873
15.93,-2.939,9.204,-2.193,-1.35
15.94,-3.049,9.121,-2.042,-1.823
15.95,-3.145,9.016,-1.885,-2.293
15.96,-3.235,8.885,-1.726,-2.755
15.97,-3.32,8.731,-1.561,-3.208
15.98,-3.391,8.555,-1.393,-3.654
15.99,-3.448,8.355,-1.21,-4.102
16,-3.506,8.126,-1.02,-4.541
16.01,-3.562,7.859,-0.844,-4.981
16.02,-3.571,7.59,-0.632,-5.406
16.03,-3.601,7.278,-0.435,-5.819
16.04,-3.62,6.936,-0.248,-6.222
16.05,-3.596,6.591,-0.037,-6.604
16.06,-3.596,6.212,0.153,-6.96
16.07,-3.577,5.819,0.334,-7.295
16.08,-3.525,5.425,0.527,-7.605
16.09,-3.496,5.01,0.699,-7.885
16.1,-3.438,4.595,0.862,-8.143
16.11,-3.361,4.188,1.028,-8.372
16.12,-3.309,3.77,1.17,-8.571
16.13,-3.226,3.36,1.304,-8.751
16.14,-3.139,2.958,1.438,-8.906
16.15,-3.067,2.548,1.553,-9.037
16.16,-2.966,2.147,1.663,-9.155
16.17,-2.872,1.746,1.772,-9.249
16.18,-2.782,1.339,1.867,-9.325
16.19,-2.67,0.937,1.959,-9.388
16.2,-2.57,0.535,2.049,-9.429
16.21,-2.468,0.136,2.125,-9.453
16.22,-2.348,-0.249,2.195,-9.465
16.23,-2.25,-0.619,2.259,-9.457
16.24,-2.147,-0.975,2.308,-9.439
16.25,-2.036,-1.316,2.353,-9.411
16.26,-1.938,-1.644,2.395,-9.37
16.27,-1.836,-1.954,2.423,-9.323
16.28,-1.734,-2.244,2.448,-9.271
16.29,-1.646,-2.52,2.467,-9.211
16.3,-1.549,-2.784,2.478,-9.148
16.31,-1.455,-3.037,2.49,-9.08
16.32,-1.369,-3.281,2.499,-9.005
16.33,-1.277,-3.516,2.5,-8.93
16.34,-1.191,-3.739,2.503,-8.85
16.35,-1.109,-3.949,2.501,-8.77
16.36,-1.023,-4.151,2.492,-8.689
16.37,-0.944,-4.341,2.486,-8.606
16.38,-0.866,-4.521,2.476,-8.525
16.39,-0.789,-4.686,2.461,-8.447
16.4,-0.72,-4.832,2.448,-8.374
16.41,-0.654,-4.957,2.431,-8.311
16.42,-0.592,-5.055,2.411,-8.263
16.43,-0.54,-5.124,2.392,-8.229
16.44,-0.492,-5.164,2.369,-8.214
16.45,-0.45,-5.178,2.346,-8.214
16.46,-0.414,-5.172,2.326,-8.225
16.47,-0.378,-5.15,2.303,-8.247
16.48,-0.346,-5.113,2.284,-8.277
16.49,-0.317,-5.059,2.267,-8.316
16.5,-0.289,-4.991,2.248,-8.363
16.51,-0.265,-4.908,2.235,-8.416
16.52,-0.242,-4.81,2.222,-8.477
16.53,-0.221,-4.696,2.211,-8.544
16.54,-0.204,-4.568,2.206,-8.614
16.55,-0.186,-4.433,2.201,-8.686
16.56,-0.169,-4.29,2.199,-8.759
16.57,-0.154,-4.141,2.202,-8.83
16.58,-0.139,-3.985,2.205,-8.901
16.59,-0.125,-3.824,2.212,-8.97
16.6,-0.113,-3.66,2.223,-9.035
16.61,-0.099,-3.496,2.235,-9.097
16.62,-0.087,-3.335,2.251,-9.154
16.63,-0.076,-3.18,2.271,-9.204
16.64,-0.062,-3.032,2.291,-9.249
16.65,-0.051,-2.892,2.315,-9.288
16.66,-0.038,-2.764,2.339,-9.321
16.67,-0.024,-2.646,2.366,-9.348
16.68,-0.012,-2.539,2.396,-9.37
16.69,0,-2.441,2.424,-9.389
16.7,0.013,-2.353,2.457,-9.403
16.71,0.024,-2.275,2.491,-9.413
16.72,0.036,-2.21,2.522,-9.42
16.73,0.051,-2.164,2.558,-9.421
16.74,0.066,-2.136,2.592,-9.418
16.75,0.085,-2.123,2.625,-9.412
16.76,0.105,-2.127,2.661,-9.4
16.77,0.128,-2.151,2.695,-9.385
16.78,0.156,-2.198,2.73,-9.363
16.79,0.187,-2.27,2.765,-9.336
16.8,0.224,-2.362,2.798,-9.302
16.81,0.263,-2.467,2.833,-9.263
16.82,0.303,-2.581,2.867,-9.22
16.83,0.346,-2.7,2.901,-9.174
16.84,0.389,-2.824,2.937,-9.123
16.85,0.432,-2.952,2.97,-9.07
16.86,0.476,-3.081,3.003,-9.014
16.87,0.521,-3.212,3.036,-8.954
16.88,0.567,-3.35,3.07,-8.889
16.89,0.615,-3.495,3.1,-8.819
16.9,0.667,-3.648,3.131,-8.742
16.91,0.72,-3.812,3.16,-8.657
16.92,0.777,-3.986,3.185,-8.564
16.93,0.832,-4.158,3.204,-8.469
16.94,0.885,-4.321,3.225,-8.375
16.95,0.941,-4.498,3.249,-8.265
16.96,0.998,-4.692,3.247,-8.151
16.97,1.065,-4.89,3.271,-8.015
16.98,1.129,-5.093,3.279,-7.875
16.99,1.194,-5.304,3.274,-7.727
17,1.267,-5.511,3.293,-7.561
17.01,1.335,-5.726,3.287,-7.39
17.02,1.408,-5.945,3.278,-7.205
17.03,1.491,-6.166,3.284,-6.997
17.04,1.57,-6.401,3.261,-6.776
17.05,1.661,-6.638,3.241,-6.531
17.06,1.762,-6.884,3.221,-6.254
17.07,1.862,-7.143,3.17,-5.953
17.08,1.979,-7.403,3.122,-5.614
17.09,2.098,-7.661,3.063,-5.244
17.1,2.214,-7.916,2.983,-4.85
17.11,2.342,-8.152,2.907,-4.426
17.12,2.464,-8.374,2.814,-3.984
17.13,2.579,-8.574,2.712,-3.53
17.14,2.7,-8.746,2.614,-3.06
17.15,2.808,-8.897,2.502,-2.586
17.16,2.912,-9.02,2.389,-2.107
17.17,3.016,-9.114,2.276,-1.624
17.18,3.106,-9.187,2.152,-1.14
17.19,3.197,-9.232,2.026,-0.651
17.2,3.288,-9.249,1.896,-0.157
17.21,3.363,-9.244,1.762,0.333
17.22,3.438,-9.211,1.627,0.819
17.23,3.509,-9.152,1.488,1.305
17.24,3.565,-9.069,1.345,1.793
17.25,3.626,-8.956,1.198,2.28
17.26,3.678,-8.816,1.045,2.766
17.27,3.718,-8.648,0.889,3.253
17.28,3.763,-8.448,0.73,3.731
17.29,3.792,-8.226,0.571,4.197
17.3,3.813,-7.98,0.412,4.648
17.31,3.833,-7.707,0.253,5.082
17.32,3.839,-7.415,0.096,5.5
17.33,3.84,-7.101,-0.06,5.9
17.34,3.837,-6.758,-0.222,6.288
17.35,3.82,-6.388,-0.386,6.666
17.36,3.797,-5.99,-0.553,7.026
17.37,3.766,-5.565,-0.723,7.369
17.38,3.721,-5.114,-0.894,7.693
17.39,3.672,-4.633,-1.068,7.993
17.4,3.609,-4.134,-1.241,8.266
17.41,3.536,-3.619,-1.41,8.508
17.42,3.458,-3.091,-1.576,8.717
17.43,3.368,-2.549,-1.737,8.895
17.44,3.267,-1.994,-1.896,9.041
17.45,3.16,-1.43,-2.049,9.152
17.46,3.04,-0.862,-2.194,9.23
17.47,2.916,-0.293,-2.331,9.272
17.48,2.785,0.271,-2.459,9.279
17.49,2.645,0.831,-2.577,9.255
17.5,2.502,1.384,-2.689,9.197
17.51,2.352,1.93,-2.789,9.107
17.52,2.197,2.467,-2.878,8.988
17.53,2.038,2.992,-2.959,8.839
17.54,1.873,3.505,-3.03,8.661
17.55,1.703,4.007,-3.093,8.454
17.56,1.532,4.492,-3.144,8.22
17.57,1.358,4.957,-3.185,7.964
17.58,1.184,5.4,-3.216,7.686
17.59,1.011,5.82,-3.235,7.391
17.6,0.837,6.218,-3.246,7.077
17.61,0.667,6.591,-3.25,6.748
17.62,0.5,6.938,-3.242,6.409
17.63,0.336,7.255,-3.226,6.069
17.64,0.184,7.539,-3.202,5.732
17.65,0.036,7.797,-3.17,5.398
17.66,-0.107,8.031,-3.133,5.065
17.67,-0.241,8.24,-3.091,4.741
17.68,-0.368,8.423,-3.042,4.433
17.69,-0.485,8.581,-2.991,4.144
17.7,-0.59,8.717,-2.937,3.876
17.71,-0.69,8.832,-2.883,3.631
17.72,-0.781,8.931,-2.83,3.408
17.73,-0.858,9.014,-2.775,3.21
17.74,-0.931,9.079,-2.724,3.044
17.75,-0.994,9.13,-2.675,2.914
17.76,-1.045,9.169,-2.629,2.813
17.77,-1.094,9.199,-2.586,2.735
17.78,-1.137,9.221,-2.547,2.677
17.79,-1.171,9.237,-2.509,2.644
17.8,-1.206,9.243,-2.478,2.637
17.81,-1.236,9.247,-2.448,2.638
17.82,-1.26,9.247,-2.418,2.654
17.83,-1.29,9.241,-2.394,2.682
17.84,-1.31,9.234,-2.369,2.719
17.85,-1.328,9.222,-2.347,2.768
17.86,-1.347,9.205,-2.331,2.828
17.87,-1.359,9.187,-2.314,2.894
17.88,-1.374,9.166,-2.3,2.966
17.89,-1.389,9.141,-2.289,3.044
17.9,-1.399,9.116,-2.277,3.123
17.91,-1.413,9.089,-2.268,3.2
17.92,-1.427,9.063,-2.259,3.273
17.93,-1.438,9.038,-2.249,3.343
17.94,-1.453,9.014,-2.244,3.404
17.95,-1.47,8.995,-2.232,3.453
17.96,-1.487,8.981,-2.221,3.49
17.97,-1.508,8.973,-2.21,3.508
17.98,-1.532,8.974,-2.191,3.508
17.99,-1.559,8.981,-2.172,3.49
18,-1.589,8.994,-2.151,3.456
18.01,-1.62,9.013,-2.123,3.408
18.02,-1.655,9.037,-2.092,3.346
18.03,-1.686,9.057,-2.069,3.292
18.04,-1.713,9.082,-2.043,3.225
18.05,-1.746,9.116,-2.007,3.131
18.06,-1.79,9.159,-1.966,3.004
18.07,-1.833,9.209,-1.919,2.853
18.08,-1.873,9.263,-1.866,2.682
18.09,-1.918,9.319,-1.81,2.485
18.1,-1.966,9.377,-1.745,2.269
18.11,-2.011,9.433,-1.677,2.034
18.12,-2.054,9.487,-1.608,1.785
18.13,-2.097,9.536,-1.53,1.52
18.14,-2.137,9.581,-1.45,1.235
18.15,-2.177,9.618,-1.365,0.931
18.16,-2.215,9.648,-1.274,0.612
18.17,-2.25,9.667,-1.182,0.279
18.18,-2.282,9.674,-1.086,-0.063
18.19,-2.31,9.67,-0.987,-0.413
18.2,-2.333,9.652,-0.889,-0.769
18.21,-2.353,9.62,-0.787,-1.132
18.22,-2.368,9.574,-0.684,-1.502
18.23,-2.379,9.511,-0.58,-1.878
18.24,-2.385,9.433,-0.474,-2.257
18.25,-2.387,9.337,-0.37,-2.64
18.26,-2.385,9.224,-0.265,-3.023
18.27,-2.377,9.095,-0.159,-3.405
18.28,-2.365,8.947,-0.057,-3.787
18.29,-2.349,8.782,0.044,-4.164
18.3,-2.326,8.601,0.144,-4.535
18.31,-2.298,8.405,0.24,-4.898
18.32,-2.268,8.195,0.334,-5.251
18.33,-2.232,7.973,0.422,-5.591
18.34,-2.194,7.74,0.505,-5.916
18.35,-2.153,7.499,0.584,-6.226
18.36,-2.107,7.252,0.656,-6.521
18.37,-2.059,7,0.723,-6.799
18.38,-2.008,6.746,0.784,-7.059
18.39,-1.955,6.492,0.838,-7.302
18.4,-1.9,6.239,0.887,-7.527
18.41,-1.845,5.99,0.93,-7.736
18.42,-1.789,5.744,0.965,-7.928
18.43,-1.733,5.502,0.996,-8.107
18.44,-1.675,5.261,1.024,-8.273
18.45,-1.618,5.025,1.046,-8.427
18.46,-1.561,4.796,1.065,-8.568
18.47,-1.505,4.573,1.082,-8.697
18.48,-1.449,4.354,1.094,-8.816
18.49,-1.395,4.143,1.103,-8.925
18.5,-1.342,3.936,1.113,-9.025
18.51,-1.288,3.731,1.12,-9.119
18.52,-1.239,3.531,1.123,-9.204
18.53,-1.191,3.342,1.123,-9.281
18.54,-1.142,3.147,1.126,-9.355
18.55,-1.094,2.949,1.132,-9.424
18.56,-1.046,2.748,1.139,-9.489
18.57,-0.999,2.544,1.144,-9.55
18.58,-0.955,2.345,1.151,-9.605
18.59,-0.91,2.148,1.156,-9.654
18.6,-0.868,1.945,1.163,-9.7
18.61,-0.825,1.74,1.173,-9.742
18.62,-0.781,1.534,1.182,-9.779
18.63,-0.742,1.326,1.195,-9.811
18.64,-0.7,1.123,1.207,-9.838
18.65,-0.656,0.916,1.219,-9.861
18.66,-0.617,0.7,1.232,-9.879
18.67,-0.57,0.476,1.249,-9.893
18.68,-0.526,0.244,1.265,-9.902
18.69,-0.481,0.009,1.285,-9.905
18.7,-0.432,-0.23,1.304,-9.902
18.71,-0.388,-0.473,1.323,-9.893
18.72,-0.339,-0.715,1.346,-9.877
18.73,-0.288,-0.953,1.366,-9.855
18.74,-0.241,-1.192,1.385,-9.828
18.75,-0.188,-1.431,1.407,-9.794
18.76,-0.135,-1.675,1.426,-9.753
18.77,-0.083,-1.922,1.446,-9.705
18.78,-0.022,-2.174,1.47,-9.649
18.79,0.036,-2.431,1.49,-9.584
18.8,0.095,-2.698,1.51,-9.509
18.81,0.161,-2.968,1.529,-9.424
18.82,0.227,-3.238,1.549,-9.33
18.83,0.297,-3.505,1.569,-9.228
18.84,0.366,-3.764,1.584,-9.12
18.85,0.433,-4.017,1.599,-9.006
18.86,0.509,-4.265,1.615,-8.884
18.87,0.582,-4.503,1.629,-8.759
18.88,0.653,-4.729,1.643,-8.631
18.89,0.731,-4.944,1.657,-8.5
18.9,0.804,-5.147,1.667,-8.37
18.91,0.878,-5.334,1.679,-8.243
18.92,0.955,-5.503,1.692,-8.119
18.93,1.025,-5.657,1.704,-8.002
18.94,1.097,-5.792,1.718,-7.892
18.95,1.168,-5.914,1.735,-7.787
18.96,1.234,-6.024,1.751,-7.688
18.97,1.303,-6.121,1.768,-7.595
18.98,1.37,-6.207,1.787,-7.509
18.99,1.432,-6.276,1.805,-7.435
19,1.494,-6.331,1.826,-7.371
19.01,1.549,-6.376,1.85,-7.315
19.02,1.601,-6.411,1.875,-7.266
19.03,1.653,-6.439,1.902,-7.223
19.04,1.699,-6.465,1.93,-7.181
19.05,1.745,-6.491,1.959,-7.139
19.06,1.789,-6.514,1.988,-7.099
19.07,1.828,-6.532,2.019,-7.064
19.08,1.866,-6.54,2.05,-7.038
19.09,1.897,-6.536,2.084,-7.023
19.1,1.921,-6.522,2.122,-7.018
19.11,1.941,-6.496,2.161,-7.024
19.12,1.952,-6.457,2.205,-7.044
19.13,1.955,-6.405,2.254,-7.075
19.14,1.952,-6.339,2.305,-7.118
19.15,1.939,-6.261,2.36,-7.173
19.16,1.918,-6.166,2.42,-7.24
19.17,1.891,-6.057,2.481,-7.319
19.18,1.852,-5.931,2.546,-7.409
19.19,1.812,-5.803,2.611,-7.497
19.2,1.764,-5.657,2.68,-7.595
19.21,1.706,-5.496,2.75,-7.701
19.22,1.637,-5.317,2.825,-7.814
19.23,1.558,-5.119,2.902,-7.933
19.24,1.468,-4.904,2.977,-8.057
19.25,1.37,-4.676,3.053,-8.181
19.26,1.265,-4.441,3.127,-8.3
19.27,1.153,-4.2,3.195,-8.414
19.28,1.036,-3.951,3.262,-8.524
19.29,0.91,-3.693,3.325,-8.629
19.3,0.778,-3.427,3.381,-8.729
19.31,0.646,-3.162,3.428,-8.821
19.32,0.508,-2.895,3.47,-8.905
19.33,0.366,-2.625,3.506,-8.981
19.34,0.219,-2.348,3.534,-9.051
19.35,0.064,-2.062,3.556,-9.115
19.36,-0.099,-1.759,3.569,-9.173
19.37,-0.269,-1.448,3.57,-9.223
19.38,-0.437,-1.142,3.563,-9.263
19.39,-0.606,-0.838,3.544,-9.293
19.4,-0.774,-0.537,3.516,-9.313
19.41,-0.944,-0.228,3.477,-9.325
19.42,-1.117,0.082,3.43,-9.326
19.43,-1.282,0.385,3.374,-9.317
19.44,-1.442,0.689,3.305,-9.301
19.45,-1.605,1.007,3.226,-9.273
19.46,-1.764,1.332,3.138,-9.233
19.47,-1.917,1.649,3.041,-9.184
19.48,-2.052,1.95,2.947,-9.126
19.49,-2.182,2.246,2.841,-9.061
19.5,-2.315,2.553,2.721,-8.984
19.51,-2.435,2.861,2.601,-8.894
19.52,-2.55,3.163,2.471,-8.796
19.53,-2.65,3.475,2.345,-8.682
19.54,-2.74,3.807,2.228,-8.545
19.55,-2.81,4.133,2.116,-8.398
19.56,-2.891,4.437,1.967,-8.25
19.57,-2.928,4.567,1.883,-8.186
19.58,-2.939,4.627,1.809,-8.165
19.59,-2.932,4.683,1.762,-8.146
19.6,-2.915,4.712,1.75,-8.138
19.61,-2.905,4.748,1.686,-8.134
19.62,-2.909,4.808,1.602,-8.114
19.63,-2.924,4.95,1.498,-8.043
19.64,-2.933,5.116,1.385,-7.955
19.65,-2.975,5.242,1.262,-7.878
19.66,-2.99,5.336,1.159,-7.824
19.67,-3.002,5.452,1.07,-7.752
19.68,-3.005,5.553,0.984,-7.691
19.69,-3.01,5.646,0.888,-7.633
19.7,-3.001,5.721,0.818,-7.588
19.71,-2.984,5.751,0.764,-7.578
19.72,-2.984,5.765,0.7,-7.574
19.73,-2.95,5.793,0.668,-7.568
19.74,-2.924,5.778,0.643,-7.592
19.75,-2.9,5.676,0.644,-7.678
19.76,-2.846,5.552,0.679,-7.785
19.77,-2.797,5.419,0.713,-7.892
19.78,-2.757,5.301,0.71,-7.986
19.79,-2.69,5.304,0.725,-8.006
19.8,-2.67,5.657,0.627,-7.775
19.81,-2.655,6.052,0.514,-7.486
19.82,-2.631,6.517,0.427,-7.1
19.83,-2.611,7.086,0.328,-6.546
19.84,-2.584,7.663,0.235,-5.877
19.85,-2.581,8.211,0.107,-5.088
19.86,-2.581,8.701,-0.037,-4.197
19.87,-2.57,9.106,-0.184,-3.23
19.88,-2.568,9.394,-0.346,-2.239
19.89,-2.562,9.574,-0.504,-1.226
19.9,-2.547,9.644,-0.666,-0.202
19.91,-2.537,9.601,-0.841,0.811
19.92,-2.523,9.452,-1.012,1.807
19.93,-2.504,9.196,-1.193,2.779
19.94,-2.485,8.842,-1.378,3.705
19.95,-2.445,8.418,-1.558,4.551
19.96,-2.389,7.906,-1.753,5.357
19.97,-2.323,7.354,-1.94,6.061
19.98,-2.264,6.806,-2.106,6.64
19.99,-2.188,6.257,-2.269,7.134
20,-2.102,5.668,-2.421,7.588
20.01,-1.947,5.122,-2.588,7.953
20.02,-1.701,5.219,-2.62,7.936
20.03,-1.419,5.364,-2.63,7.892
20.04,-1.315,5.459,-2.605,7.853
20.05,-1.233,5.302,-2.607,7.972
20.06,-1.123,4.954,-2.644,8.197
20.07,-0.893,4.286,-2.727,8.566
20.08,-0.596,3.332,-2.855,8.965
20.09,-0.269,2.215,-2.961,9.287
20.1,0.068,1.061,-3.005,9.478
20.11,0.412,-0.089,-3.013,9.525
20.12,0.747,-1.219,-2.974,9.439
20.13,1.068,-2.314,-2.884,9.229
20.14,1.383,-3.358,-2.751,8.901
20.15,1.664,-4.33,-2.591,8.471
20.16,1.911,-5.212,-2.415,7.958
20.17,2.127,-5.979,-2.225,7.399
20.18,2.326,-6.638,-2.011,6.817
20.19,2.498,-7.179,-1.803,6.241
20.2,2.607,-7.504,-1.658,5.842
20.21,2.694,-7.795,-1.528,5.443
20.22,2.786,-8.06,-1.39,5.032
20.23,2.847,-8.261,-1.28,4.69
20.24,2.906,-8.43,-1.186,4.367
20.25,2.962,-8.55,-1.11,4.107
20.26,3.023,-8.616,-1.061,3.934
20.27,3.067,-8.604,-1.083,3.92
20.28,3.115,-8.491,-1.176,4.1
20.29,3.123,-8.236,-1.372,4.53
20.3,3.086,-7.784,-1.677,5.202
20.31,2.96,-7.092,-2.059,6.057
20.32,2.743,-6.208,-2.463,6.918
20.33,2.483,-5.192,-2.88,7.653
20.34,2.174,-4.108,-3.242,8.238
20.35,1.803,-2.994,-3.548,8.671
20.36,1.408,-1.849,-3.815,8.946
20.37,0.99,-0.675,-4.021,9.077
20.38,0.535,0.479,-4.159,9.065
20.39,0.057,1.609,-4.239,8.912
20.4,-0.422,2.695,-4.267,8.622
20.41,-0.908,3.714,-4.221,8.219
20.42,-1.382,4.651,-4.123,7.71
20.43,-1.836,5.495,-3.968,7.118
20.44,-2.269,6.262,-3.763,6.439
