ts,id,T,P
16.715,BARO0,42.19,96594
16.725,BARO0,42.19,96602
16.735,BARO0,42.19,96653
16.745,BARO0,42.19,96623
16.755,BARO0,42.19,96612
16.765,BARO0,42.2,96632
16.775,BARO0,42.17,96651
16.785,BARO0,42.17,96643
16.795,BARO0,42.18,96618
16.805,BARO0,42.18,96634
16.815,BARO0,42.17,96669
16.825,BARO0,42.16,96642
16.835,BARO0,42.17,96667
16.845,BARO0,42.17,96681
16.855,BARO0,42.16,96714
16.865,BARO0,42.15,96697
16.875,BARO0,42.16,96659
16.885,BARO0,42.15,96641
16.895,BARO0,42.16,96638
16.905,BARO0,42.17,96682
16.915,BARO0,42.15,96698
16.925,BARO0,42.16,96735
16.935,BARO0,42.15,96708
16.945,BARO0,42.15,96710
16.955,BARO0,42.15,96723
16.965,BARO0,42.15,96646
16.975,BARO0,42.16,96721
16.985,BARO0,42.16,96795
16.995,BARO0,42.15,96747
17.005,BARO0,42.14,96830
17.015,BARO0,42.14,96732
17.025,BARO0,42.14,96703
17.035,BARO0,42.14,96824
17.045,BARO0,42.15,96798
17.055,BARO0,42.13,96781
17.065,BARO0,42.12,96771
17.075,BARO0,42.13,96775
17.085,BARO0,42.14,96664
17.095,BARO0,42.14,96738
17.105,BARO0,42.14,96810
17.115,BARO0,42.13,96769
17.125,BARO0,42.13,96726
17.135,BARO0,42.13,96799
17.145,BARO0,42.13,96680
17.155,BARO0,42.11,96721
17.165,BARO0,42.12,96858
17.175,BARO0,42.13,96764
17.185,BARO0,42.13,96828
17.195,BARO0,42.12,96652
17.205,BARO0,42.11,96623
17.215,BARO0,42.11,96668
17.225,BARO0,42.12,96700
17.235,BARO0,42.1,96858
17.245,BARO0,42.1,96806
17.255,BARO0,42.1,96750
17.265,BARO0,42.1,96728
17.275,BARO0,42.1,96721
17.285,BARO0,42.09,96690
17.295,BARO0,42.1,96816
17.305,BARO0,42.08,96675
17.315,BARO0,42.09,96672
17.325,BARO0,42.08,96740
17.335,BARO0,42.07,96779
17.345,BARO0,42.07,96791
17.355,BARO0,42.09,96898
17.365,BARO0,42.06,96898
17.375,BARO0,42.07,97075
17.385,BARO0,42.07,96907
17.395,BARO0,42.08,96886
17.405,BARO0,42.09,96986
17.415,BARO0,42.1,97002
17.425,BARO0,42.09,97063
17.435,BARO0,42.07,97082
17.445,BARO0,42.08,97059
17.455,BARO0,42.07,97082
17.465,BARO0,42.08,97064
17.475,BARO0,42.08,97114
17.485,BARO0,42.08,97162
17.495,BARO0,42.06,97102
17.505,BARO0,42.08,97143
17.515,BARO0,42.08,97154
17.525,BARO0,42.08,97185
17.535,BARO0,42.06,97233
17.545,BARO0,42.06,97266
17.555,BARO0,42.06,97349
17.565,BARO0,42.06,97368
17.575,BARO0,42.06,97377
17.585,BARO0,42.06,97444
17.595,BARO0,42.05,97470
17.605,BARO0,42.04,97461
17.615,BARO0,42.06,97435
17.625,BARO0,42.07,97493
17.635,BARO0,42.06,97409
17.645,BARO0,42.05,97479
17.655,BARO0,42.06,97504
17.665,BARO0,42.05,97474
17.675,BARO0,42.06,97525
17.685,BARO0,42.05,97520
17.695,BARO0,42.05,97515
17.705,BARO0,42.04,97562
17.715,BARO0,42.04,97506
17.725,BARO0,42.04,97515
17.735,BARO0,42.03,97529
17.745,BARO0,42.04,97545
17.755,BARO0,42.04,97575
17.765,BARO0,42.04,97507
17.775,BARO0,42.03,97538
17.785,BARO0,42.04,97537
17.795,BARO0,42.02,97496
17.805,BARO0,42.03,97532
17.815,BARO0,42.03,97500
17.825,BARO0,42.02,97437
17.835,BARO0,42.02,97482
17.845,BARO0,42.01,97531
17.855,BARO0,42.01,97486
17.865,BARO0,42.02,97344
17.875,BARO0,42.02,97349
17.885,BARO0,42.03,97457
17.895,BARO0,42.02,97386
17.905,BARO0,42,97251
17.915,BARO0,42.02,97059
17.925,BARO0,42.01,97213
17.935,BARO0,42.01,97128
17.945,BARO0,42,97341
17.955,BARO0,42,97503
17.965,BARO0,42.01,97253
17.975,BARO0,41.99,97408
17.985,BARO0,42.01,97367
17.995,BARO0,42,97352
18.005,BARO0,41.98,97370
18.015,BARO0,41.99,97209
18.025,BARO0,41.98,97349
18.035,BARO0,41.99,97282
18.045,BARO0,41.98,97181
18.055,BARO0,41.99,97316
18.065,BARO0,42,97271
18.075,BARO0,41.98,97279
18.085,BARO0,41.98,97354
18.095,BARO0,42,97290
18.105,BARO0,42,97210
18.115,BARO0,41.98,97362
18.125,BARO0,41.95,97350
18.135,BARO0,41.97,97346
18.145,BARO0,41.98,97433
18.155,BARO0,41.98,97266
18.165,BARO0,41.97,97307
18.175,BARO0,41.98,97477
18.185,BARO0,41.97,97255
18.195,BARO0,41.97,97444
18.205,BARO0,41.97,97523
18.215,BARO0,41.96,97331
18.225,BARO0,41.94,97405
18.235,BARO0,41.95,97438
18.245,BARO0,41.95,97523
18.255,BARO0,41.95,97568
18.265,BARO0,41.94,97591
18.275,BARO0,41.95,97624
18.285,BARO0,41.94,97347
18.295,BARO0,41.95,97635
18.305,BARO0,41.95,97658
18.315,BARO0,41.94,97481
18.325,BARO0,41.92,97423
18.335,BARO0,41.93,97650
18.345,BARO0,41.93,97573
18.355,BARO0,41.93,97501
18.365,BARO0,41.93,97470
18.375,BARO0,41.92,97602
18.385,BARO0,41.91,97553
18.395,BARO0,41.92,97697
18.405,BARO0,41.9,97677
18.415,BARO0,41.91,97519
18.425,BARO0,41.91,97507
18.435,BARO0,41.92,97572
18.445,BARO0,41.9,97537
18.455,BARO0,41.92,97446
18.465,BARO0,41.9,97601
18.475,BARO0,41.92,97611
18.485,BARO0,41.9,97592
18.495,BARO0,41.9,97629
18.505,BARO0,41.91,97644
18.515,BARO0,41.88,97560
18.525,BARO0,41.89,97596
18.535,BARO0,41.89,97602
18.545,BARO0,41.88,97569
18.555,BARO0,41.9,97500
18.565,BARO0,41.87,97620
18.575,BARO0,41.88,97576
18.585,BARO0,41.88,97538
18.595,BARO0,41.87,97595
18.605,BARO0,41.89,97456
18.615,BARO0,41.87,97535
18.625,BARO0,41.86,97590
18.635,BARO0,41.85,97674
18.645,BARO0,41.87,97499
18.655,BARO0,41.88,97353
18.665,BARO0,41.86,97472
18.675,BARO0,41.85,97607
18.685,BARO0,41.87,97619
18.695,BARO0,41.86,97726
18.705,BARO0,41.85,97575
18.715,BARO0,41.86,97569
18.725,BARO0,41.85,97809
18.735,BARO0,41.85,97627
18.745,BARO0,41.85,97841
18.755,BARO0,41.84,97814
18.765,BARO0,41.84,97679
18.775,BARO0,41.84,97734
18.785,BARO0,41.83,97795
18.795,BARO0,41.83,97789
18.805,BARO0,41.82,97763
18.815,BARO0,41.83,97909
18.825,BARO0,41.82,97810
18.835,BARO0,41.83,98019
18.845,BARO0,41.82,97624
18.855,BARO0,41.82,97696
18.865,BARO0,41.82,97889
18.875,BARO0,41.8,97876
18.885,BARO0,41.81,97854
18.895,BARO0,41.81,97833
18.905,BARO0,41.81,97804
18.915,BARO0,41.8,97671
18.925,BARO0,41.79,97816
18.935,BARO0,41.8,97885
18.945,BARO0,41.8,97963
18.955,BARO0,41.79,97869
18.965,BARO0,41.79,97901
18.975,BARO0,41.79,97809
18.985,BARO0,41.79,97839
18.995,BARO0,41.78,97936
19.005,BARO0,41.78,97968
19.015,BARO0,41.76,97895
19.025,BARO0,41.75,97836
19.035,BARO0,41.77,97898
19.045,BARO0,41.76,97879
19.055,BARO0,41.76,97949
19.065,BARO0,41.75,97861
19.075,BARO0,41.74,97857
19.085,BARO0,41.75,97889
19.095,BARO0,41.75,97928
19.105,BARO0,41.73,97939
19.115,BARO0,41.74,97819
19.125,BARO0,41.73,97975
19.135,BARO0,41.72,97979
19.145,BARO0,41.71,98063
19.155,BARO0,41.71,97987
19.165,BARO0,41.71,97965
19.175,BARO0,41.7,97986
19.185,BARO0,41.7,97981
19.195,BARO0,41.7,98027
19.205,BARO0,41.69,98057
19.215,BARO0,41.68,98114
19.225,BARO0,41.68,98053
19.235,BARO0,41.68,98062
19.245,BARO0,41.68,98089
19.255,BARO0,41.68,98149
19.265,BARO0,41.68,98226
19.275,BARO0,41.67,98170
19.285,BARO0,41.68,98242
19.295,BARO0,41.66,98272
19.305,BARO0,41.66,98287
19.315,BARO0,41.66,98338
19.325,BARO0,41.66,98405
19.335,BARO0,41.67,98428
19.345,BARO0,41.65,98453
19.355,BARO0,41.65,98548
19.365,BARO0,41.65,98570
19.375,BARO0,41.64,98601
19.385,BARO0,41.65,98609
19.395,BARO0,41.64,98619
19.405,BARO0,41.63,98614
19.415,BARO0,41.63,98554
19.425,BARO0,41.61,98515
19.435,BARO0,41.63,98961
19.445,BARO0,41.62,98935
19.455,BARO0,41.61,98965
19.465,BARO0,41.6,99018
19.475,BARO0,41.59,99096
19.485,BARO0,41.58,98944
19.495,BARO0,41.57,98960
19.505,BARO0,41.56,98944
19.515,BARO0,41.54,98958
19.525,BARO0,41.52,98988
19.535,BARO0,41.53,99055
19.545,BARO0,41.5,99071
19.555,BARO0,41.5,98828
19.565,BARO0,41.49,98875
19.575,BARO0,41.48,98980
19.585,BARO0,41.48,98955
19.595,BARO0,41.47,98927
19.605,BARO0,41.47,98746
19.615,BARO0,41.45,98789
19.625,BARO0,41.42,99053
19.635,BARO0,41.41,98995
19.645,BARO0,41.4,98781
19.655,BARO0,41.39,98745
19.665,BARO0,41.38,99027
19.675,BARO0,41.36,98930
19.685,BARO0,41.36,98728
19.695,BARO0,41.36,98834
19.705,BARO0,41.33,98971
19.715,BARO0,41.31,99001
19.725,BARO0,41.3,98795
19.735,BARO0,41.29,98668
19.745,BARO0,41.28,98595
19.755,BARO0,41.27,98514
19.765,BARO0,41.26,98411
19.775,BARO0,41.24,98592
19.785,BARO0,41.26,98529
19.795,BARO0,41.24,98609
19.805,BARO0,41.24,98880
19.815,BARO0,41.23,98682
19.825,BARO0,41.21,98574
19.835,BARO0,41.2,98771
19.845,BARO0,41.2,98851
19.855,BARO0,41.19,98774
19.865,BARO0,41.19,98692
19.875,BARO0,41.17,98565
19.885,BARO0,41.16,98924
19.895,BARO0,41.14,98932
19.905,BARO0,41.13,98991
19.915,BARO0,41.12,98714
19.925,BARO0,41.11,98792
19.935,BARO0,41.09,98823
19.945,BARO0,41.08,98843
19.955,BARO0,41.05,98875
19.965,BARO0,41.04,98838
19.975,BARO0,41.04,99025
19.985,BARO0,41.01,98994
19.995,BARO0,41,99049
20.005,BARO0,40.97,99045
20.015,BARO0,40.94,98991
20.025,BARO0,40.94,99099
20.035,BARO0,40.92,99200
20.045,BARO0,40.88,99273
20.055,BARO0,40.88,99361
20.065,BARO0,40.86,99342
20.075,BARO0,40.83,99361
20.085,BARO0,40.8,99320
20.095,BARO0,40.79,99306
20.105,BARO0,40.77,99324
20.115,BARO0,40.74,99299
20.125,BARO0,40.74,99273
20.135,BARO0,40.7,99222
20.145,BARO0,40.68,99284
20.155,BARO0,40.66,99257
20.165,BARO0,40.64,99259
20.175,BARO0,40.63,99282
20.185,BARO0,40.6,99371
20.195,BARO0,40.59,99337
20.205,BARO0,40.59,99322
20.215,BARO0,40.56,99273
20.225,BARO0,40.55,99215
20.235,BARO0,40.53,99341
20.245,BARO0,40.51,99337
20.255,BARO0,40.49,99316
20.265,BARO0,40.48,99382
20.275,BARO0,40.46,99364
20.285,BARO0,40.45,99363
20.295,BARO0,40.44,99089
20.305,BARO0,40.42,99173
20.315,BARO0,40.38,99218
20.325,BARO0,40.36,99245
20.335,BARO0,40.36,99231
20.345,BARO0,40.33,99281
20.355,BARO0,40.31,99384
20.365,BARO0,40.3,99370
20.375,BARO0,40.29,99405
20.385,BARO0,40.28,99376
20.395,BARO0,40.26,99360
20.405,BARO0,40.23,99287
20.415,BARO0,40.2,99184
20.425,BARO0,40.19,99289
20.435,BARO0,40.16,98876
20.445,BARO0,40.12,98929
20.455,BARO0,40.09,98742
20.465,BARO0,40.11,98657
20.475,BARO0,40.06,98426
