Scalar,Scalar
33.514960,39.125150
33.548047,39.125155
33.581133,39.125160
33.614219,39.125164
33.647305,39.125169
33.680391,39.125174
33.713478,39.125179
33.746564,39.125183
33.779650,39.125188
33.824882,39.125194
33.861134,39.125200
33.897385,39.125205
33.933637,39.125210
33.969889,39.125215
34.006141,39.125220
34.047212,39.125226
34.088284,39.125232
34.129356,39.125238
34.170427,39.125244
34.211499,39.125250
34.252571,39.125256
34.293642,39.125262
34.334714,39.125268
34.375786,39.125274
34.416857,39.125280
34.457929,39.125286
34.495498,39.125291
34.533067,39.125297
34.570636,39.125302
34.608205,39.125308
34.645774,39.125313
34.683343,39.125319
34.720912,39.125324
34.758481,39.125330
34.796050,39.125336
34.833619,39.125341
34.871188,39.125347
34.908757,39.125352
34.946326,39.125358
34.983895,39.125363
35.021464,39.125369
35.059033,39.125374
35.102987,39.125381
35.138312,39.125386
35.173637,39.125392
35.208963,39.125397
35.244288,39.125402
35.284317,39.125408
35.324346,39.125414
35.364375,39.125420
35.404403,39.125426
35.444432,39.125432
35.484461,39.125438
35.524490,39.125444
35.564518,39.125450
35.604547,39.125456
35.644576,39.125462
35.684605,39.125468
35.724633,39.125474
35.764662,39.125480
35.804691,39.125486
35.844720,39.125492
35.878038,39.125498
35.911356,39.125503
35.944673,39.125508
35.977991,39.125513
36.011309,39.125518
36.049612,39.125524
36.087915,39.125529
36.126217,39.125535
36.164520,39.125541
36.202822,39.125547
36.248434,39.125554
36.285259,39.125560
36.322083,39.125565
36.358908,39.125571
36.395733,39.125577
36.432558,39.125582
36.469382,39.125588
36.506207,39.125593
36.543032,39.125599
36.579857,39.125605
36.616681,39.125610
36.653506,39.125616
36.690331,39.125622
36.727156,39.125628
36.763980,39.125633
36.800805,39.125639
36.837630,39.125645
36.874455,39.125650
36.911279,39.125656
36.948104,39.125662
36.984929,39.125667
37.027520,39.125674
37.070111,39.125681
37.112702,39.125687
37.155293,39.125694
37.197884,39.125700
37.240476,39.125707
37.283067,39.125714
37.325658,39.125720
37.365373,39.125727
37.397693,39.125732
37.430013,39.125737
37.462332,39.125742
37.494652,39.125747
37.541531,39.125754
37.576851,39.125760
37.612170,39.125765
37.647489,39.125771
37.682808,39.125776
37.721861,39.125782
37.760914,39.125788
37.768724,39.125790
37.776535,39.125791
37.784346,39.125792
37.792156,39.125793
37.807777,39.125796
37.823398,39.125798
37.839020,39.125801
37.854641,39.125803
37.885027,39.125808
37.915413,39.125812
37.940589,39.125816
37.965764,39.125820
37.990940,39.125824
38.016115,39.125828
38.044675,39.125833
38.073235,39.125837
38.101795,39.125842
38.130355,39.125846
38.158914,39.125851
38.196400,39.125857
38.233885,39.125862
38.271370,39.125868
38.308856,39.125874
38.346341,39.125880
38.383826,39.125886
38.421312,39.125892
38.458797,39.125898
38.496282,39.125904
38.533768,39.125910
38.571253,39.125916
38.608738,39.125921
38.646224,39.125927
38.683709,39.125933
38.721194,39.125939
38.758680,39.125945
38.796165,39.125951
38.833650,39.125957
38.871136,39.125963
38.908621,39.125969
38.946106,39.125975
38.983591,39.125981
39.021077,39.125987
39.058562,39.125992
39.096047,39.125998
39.133533,39.126004
39.171018,39.126010
39.208503,39.126016
39.245989,39.126022
39.283474,39.126028
39.320959,39.126034
39.358445,39.126040
39.395930,39.126046
39.433415,39.126052
39.470901,39.126058
39.513051,39.126065
39.555202,39.126071
39.590206,39.126077
39.625209,39.126082
39.660212,39.126088
39.695216,39.126094
39.730219,39.126099
39.771476,39.126106
39.812733,39.126112
39.853990,39.126119
39.895247,39.126125
39.936504,39.126132
39.984952,39.126140
40.021768,39.126146
40.058585,39.126151
40.095401,39.126157
40.132217,39.126163
40.169033,39.126169
40.205849,39.126175
40.242666,39.126181
40.279482,39.126187
40.316298,39.126193
40.353114,39.126199
40.389930,39.126204
40.430892,39.126211
40.471854,39.126218
40.512816,39.126224
40.553777,39.126231
40.594739,39.126237
40.635701,39.126244
40.676662,39.126250
40.717624,39.126257
40.758586,39.126264
40.799548,39.126270
40.840509,39.126277
40.881471,39.126283
40.922433,39.126290
40.963395,39.126297
41.004356,39.126303
41.045318,39.126310
41.086280,39.126316
41.127241,39.126323
41.168203,39.126330
41.209165,39.126336
41.250127,39.126343
41.291088,39.126350
41.332050,39.126356
41.373012,39.126363
41.413973,39.126370
41.454935,39.126376
41.495897,39.126383
41.536859,39.126389
41.577820,39.126396
41.618782,39.126403
41.659744,39.126409
41.691371,39.126415
41.722998,39.126420
41.754626,39.126425
41.803268,39.126433
41.851910,39.126441
41.887311,39.126447
41.922712,39.126452
41.958113,39.126458
41.993514,39.126464
42.034383,39.126471
42.075252,39.126477
42.116121,39.126484
42.156990,39.126491
42.197859,39.126498
42.250240,39.126506
42.293037,39.126513
42.335833,39.126520
42.378629,39.126527
42.421425,39.126534
42.464221,39.126542
42.512939,39.126550
42.561657,39.126558
42.610375,39.126566
42.659094,39.126574
42.707812,39.126582
42.763641,39.126591
42.808255,39.126599
42.852870,39.126606
42.897485,39.126614
42.942100,39.126621
42.986715,39.126629
43.025974,39.126635
43.065232,39.126642
43.104491,39.126648
43.143750,39.126655
43.202612,39.126665
43.251270,39.126673
43.299929,39.126681
43.348587,39.126689
43.397246,39.126698
43.445904,39.126706
43.494563,39.126714
43.543221,39.126722
43.591879,39.126731
43.640538,39.126739
43.689196,39.126747
43.737855,39.126756
43.785045,39.126764
43.832235,39.126772
43.879425,39.126780
43.926615,39.126788
43.973805,39.126796
44.020995,39.126804
44.068185,39.126812
44.115375,39.126820
44.162565,39.126829
44.209755,39.126837
44.256945,39.126845
44.304135,39.126853
44.351325,39.126861
44.390475,39.126868
44.421129,39.126873
44.451783,39.126879
44.482437,39.126884
44.531942,39.126893
44.581448,39.126901
44.620242,39.126908
44.659035,39.126915
44.697829,39.126922
44.736623,39.126929
44.782075,39.126937
44.827528,39.126945
44.872981,39.126953
44.918433,39.126961
44.963886,39.126969
45.009339,39.126977
45.054791,39.126985
45.119852,39.126996
45.163342,39.127004
45.206831,39.127012
45.250321,39.127020
45.293811,39.127028
45.341851,39.127036
45.389891,39.127045
45.437930,39.127053
45.485970,39.127062
45.542364,39.127072
45.598758,39.127082
45.642318,39.127090
45.685877,39.127098
45.729437,39.127106
45.772997,39.127114
45.816556,39.127122
45.867290,39.127131
45.918023,39.127140
45.968757,39.127150
46.019490,39.127159
46.070223,39.127168
46.136553,39.127181
46.187222,39.127190
46.237890,39.127199
46.288559,39.127209
46.339228,39.127218
46.389897,39.127228
46.440566,39.127237
46.491235,39.127246
46.541903,39.127256
46.592572,39.127265
46.643241,39.127275
46.693910,39.127284
46.749923,39.127295
46.805936,39.127306
46.861950,39.127316
46.917963,39.127327
46.973976,39.127337
47.029989,39.127348
47.086003,39.127359
47.142016,39.127369
47.198029,39.127380
47.262281,39.127393
47.326534,39.127405
47.390786,39.127417
47.455039,39.127430
47.519291,39.127442
47.583544,39.127455
47.647796,39.127467
47.712049,39.127480
47.776301,39.127493
47.840554,39.127505
47.904806,39.127518
47.969059,39.127531
48.033311,39.127543
48.097564,39.127556
48.161816,39.127569
48.233937,39.127584
48.306058,39.127598
48.378178,39.127613
48.450299,39.127627
48.522419,39.127642
48.594540,39.127656
48.681412,39.127674
48.751624,39.127689
48.821835,39.127703
48.892047,39.127718
48.962258,39.127732
49.032470,39.127747
49.102681,39.127761
49.172893,39.127776
49.243104,39.127791
49.313316,39.127806
