# Altitude (m),Latitude (° N),Longitude (° E)
239.46002622646446,47.213085488372,9.004037792829312
230.45490363446774,47.2130902064975,9.0040289330222
221.45367891713053,47.21309509352216,9.004019818934507
212.45634346161071,47.21310014953509,9.004010450513281
203.46288874873818,47.21310537458097,9.004000827750152
194.47330633612145,47.21311076867227,9.00399095066916
185.48758784560226,47.21311633179804,9.003980819317858
176.5057249539741,47.21312206393031,9.003970433760866
167.52767827607252,47.21312779298948,9.003959873765567
158.55368829089835,47.21313318763574,9.003949292840266
158.2755962483986,47.21313334904941,9.003948956901112
157.97593261215016,47.213133527254584,9.003948574256917
157.65060469791408,47.21313372574988,9.00394813358973
157.29411646577296,47.21313394930944,9.003947619311763
156.89885582896608,47.21313420465092,9.003947009254558
156.45377180199034,47.213134501556624,9.003946270457094
155.9418472149815,47.2131348550781,9.0039453510575
155.3346877235422,47.21313529018068,9.003944162903858
154.57908791284453,47.21313585303435,9.003942538393362
153.5552201356481,47.21313664516392,9.003940096480413
151.88172886149937,47.213137975629785,9.003935621833252
149.71676754056526,47.213139666988035,9.0039293501684
147.4981225438909,47.2131412932226,9.003922846008942
145.27844217885692,47.21314282113092,9.003916426534232
143.05924119501543,47.21314427523877,9.003910098567939
140.84051185862785,47.21314566892496,9.003903861043126
138.62225110464,47.21314700888496,9.003897713417516
136.4044576026486,47.21314829847502,9.003891655404605
134.18713061018664,47.21314953938272,9.003885686843297
131.9702696090522,47.21315073246157,9.003879807634517
129.75387417589565,47.21315187814817,9.003874017710018
127.53794393062265,47.213152976670614,9.003868317016904
125.32247851387535,47.213154028152886,9.003862705509961
123.10747757659429,47.2131550326668,9.00385718314781
120.89294555201238,47.213155984856556,9.003851753383872
118.67888429162036,47.213156868658245,9.003846426567627
116.46528172771494,47.21315766806103,9.003841213001055
114.25213904426674,47.21315837507528,9.003836117847237
112.03945730827135,47.21315898572771,9.003831143664442
109.8272370455379,47.213159498053265,9.00382629170606
107.61547839093627,47.21315991109079,9.003821562572712
105.40418125400124,47.21316022438088,9.00381695653867
103.19334542431808,47.21316043771492,9.003812473715133
100.9829706298442,47.21316055100958,9.00380811413184
98.77305656746886,47.21316056424414,9.003803877777832
96.56360291863868,47.213160477429206,9.003799764621867
94.35460935725473,47.21316029059091,9.003795774622567
92.14607555364093,47.213160003763235,9.003791907733532
89.9380309610492,47.21315961698815,9.003788163946265
